,Area (sq ft),Bedrooms,Bathrooms,Garage Spaces,Age (years),Floors,Lot Size (sq ft),Nearby Schools Rating,Crime Rate (per 1000),Median Income ($1000s),Price ($1000s)
710,4513,5,1,0,33,3,5335,7,5.224343726386968,38,2149.8870059797773
711,2419,4,1,1,8,3,2446,7,8.601875323761803,51,1498.8114107778654
712,1120,5,2,1,24,1,7679,4,6.552821023472564,84,1302.8481590516483
713,2142,1,3,2,20,2,7213,7,1.9687089315476292,46,1592.8760183428105
714,3176,1,1,1,16,1,2903,2,0.7238661108661711,66,1532.7991227498458
715,3632,4,1,1,12,2,8894,1,4.3012015079453345,31,1954.879337213493
716,3624,3,4,0,13,1,3377,2,0.25454516035151953,104,1901.8254569086616
717,2794,5,2,0,45,2,1847,4,3.2511441197500233,85,1404.4884568943164
718,3758,2,2,1,42,2,8370,8,3.743412547448334,129,2211.844231252195
719,2838,4,3,0,39,3,7341,3,3.818329852698247,101,1745.5925107475498
720,4290,2,2,1,25,1,2239,6,9.795565240806537,144,2081.577632887341
721,4477,4,4,0,46,3,6600,6,3.1086186820274357,82,2235.815322448625
722,1918,3,4,0,32,3,5791,9,2.72575220424835,91,1596.2075198913985
723,2404,3,3,0,24,2,3365,9,1.3808712175686584,117,1672.7222352353297
724,4827,3,4,0,48,1,6055,4,5.158987473257866,92,2225.581378789618
725,1035,6,1,1,47,2,6622,9,1.6213756315148447,90,1290.003704630939
726,2769,3,1,2,44,2,1372,6,6.2013176560347665,49,1354.8503883796236
727,2708,1,4,0,9,2,8783,2,1.6360818114896605,144,1941.6026806938796
728,1175,1,3,1,40,1,2949,6,5.809065845816091,35,897.0501339875178
729,4330,6,2,1,23,1,1244,2,8.2800654678288,66,1870.6197620889852
730,3435,5,3,0,13,2,8795,8,0.5209938718390171,120,2324.3677188872307
731,2370,2,2,2,32,1,6772,4,4.255495051690239,126,1652.0250902409064
732,3360,4,4,0,15,2,1124,5,4.664384775466471,145,1864.9001008773428
733,4191,4,4,1,36,1,2919,8,7.931614220433312,41,1984.5707422305295
734,3765,6,1,2,49,1,1530,8,4.732364756260887,102,1836.7644095844703
735,4443,1,2,1,5,3,8849,6,5.71860428591757,79,2446.825798849605
736,4650,4,3,0,22,2,7929,4,7.932922110521904,77,2378.48608088118
737,1672,1,4,2,16,3,5349,1,5.641609079999978,22,1188.4416179343225
738,2052,5,3,1,41,3,5756,7,3.647164193843866,64,1522.5351390369133
739,2114,2,1,1,10,2,2801,8,0.9498385484437645,69,1454.845247900227
740,3698,5,2,1,24,2,6156,9,7.326164732174518,21,2042.538706176195
741,877,6,2,0,18,1,8856,2,8.724267686605335,34,1151.7589549171962
742,3421,3,4,2,49,2,6461,1,9.703638916499624,115,1824.6909580958431
743,1400,3,2,0,18,3,6302,4,9.273338819638527,104,1341.076361834727
744,1865,3,4,0,7,3,8432,5,7.994437297449162,130,1794.97145911843
745,2936,5,1,0,4,2,7189,1,6.470372129232709,42,1725.228443070678
746,3249,4,2,2,26,3,2142,5,7.83645544372332,118,1762.7937836982599
747,3143,2,4,0,5,1,8076,6,4.377628757235472,56,2019.9014542495513
748,2663,3,3,0,16,3,8614,3,5.988284526429267,126,1894.503547019334
749,2118,6,4,0,35,1,5840,7,3.5521281104779336,60,1568.979601763197
750,4397,6,2,0,26,3,2629,6,3.3344212283057892,76,2099.661651134636
751,4562,3,1,1,18,1,6062,4,7.591248555432734,116,2274.7453382588646
752,2990,3,2,0,29,1,1762,3,4.59393454480526,44,1382.1148109596916
753,1792,2,2,1,23,2,7905,5,2.2003965030171893,129,1596.7902432928379
754,3512,3,4,0,14,1,5889,3,2.099187803224472,56,1891.4264582320286
755,2992,2,3,2,15,2,5839,9,8.605806379542342,59,1902.6682454420256
756,2048,6,2,1,49,3,4957,9,6.809828894190445,104,1550.6672092633619
757,3854,3,3,1,33,3,1557,6,5.505856126245346,65,1773.4929386793158
758,4833,5,4,1,25,3,5621,6,4.069293486363958,121,2519.8250488816275
759,2797,5,3,1,21,1,1839,4,4.365092168792545,117,1628.7308636293324
760,4487,6,4,2,17,3,9194,4,0.6686084225299437,38,2459.979240578909
761,2951,2,1,0,23,3,9348,2,4.603610434191643,110,1841.1327729054078
762,4818,5,3,1,43,2,7998,4,7.97500361515861,88,2360.174953110812
763,3910,2,3,2,17,2,1510,8,3.9410661529436912,24,1860.710599337121
764,2770,5,1,1,14,3,2137,2,3.897454400178254,67,1466.9258317138176
765,997,5,3,0,29,3,6606,9,0.25559417189094924,131,1458.9912242081768
766,3426,2,1,1,20,1,5666,1,4.632569099324879,37,1641.700805447566
767,2002,4,2,2,30,1,9906,2,0.3508427641848719,50,1521.6001134346016
768,2835,5,4,0,19,3,6434,2,5.746459337286734,148,1891.550585077481
769,1277,3,1,2,39,2,7446,6,5.117155477664909,44,1192.942484362866
770,2054,6,3,0,13,3,3654,7,8.41608413934759,27,1454.8546438532096
771,1722,4,1,0,18,1,1990,3,5.85962804816464,81,1116.8944679787746
772,1219,2,3,0,23,2,8820,9,3.301930817689931,26,1377.4489595744453
773,3004,4,2,1,46,2,3160,5,5.2106869932274495,38,1460.4937145299994
774,3397,1,1,2,33,1,6740,5,7.027092921924196,130,1937.1022458920313
775,1920,1,2,2,39,3,5457,4,1.0302415745627898,30,1219.1199301996635
776,3868,5,4,2,40,3,3063,9,6.248633475857294,60,2013.27891945354
777,1750,5,3,0,18,3,2977,8,9.174600191581993,133,1508.450196965485
778,3136,3,3,1,9,1,9567,4,3.0613899267493196,111,2105.941212496574
779,3043,6,2,0,33,2,9933,4,6.303588439276481,94,1980.0493249548445
780,3445,4,4,2,32,1,3667,2,8.231161558467411,86,1750.749897239294
781,2657,1,1,1,17,3,5919,9,5.166883334642378,24,1662.0966720556821
782,2665,5,1,1,19,1,9609,3,7.20799738680181,135,1917.092353870591
783,3712,6,3,1,27,2,8642,4,3.179002351043675,137,2289.699065547677
784,3653,4,2,2,6,1,9798,7,3.1299786839589334,30,2238.7265555129707
785,4028,5,2,1,35,3,9759,8,6.70908181580575,63,2326.7091136920135
786,4519,5,1,1,37,2,1543,8,7.08354785233749,96,2069.6321287200267
787,4028,1,4,0,34,1,1883,4,9.376396025170223,137,1872.3598310764582
788,3171,1,4,0,20,1,5798,7,2.325901889707948,135,2005.0066477678495
789,3691,5,1,1,25,2,9040,1,4.735354201270894,86,2041.5257604554615
790,4556,2,1,1,4,2,6718,6,2.580083384322525,32,2259.083589735492
791,894,5,2,0,10,3,3068,6,0.8929123927144295,111,1195.1324480426556
792,3474,6,4,0,10,2,8478,6,4.091982226680129,30,2144.7769068077823
793,2755,5,1,0,24,3,9120,2,3.803399398153213,104,1829.9535572847576
794,1593,3,1,2,21,1,8820,8,2.7772977878236604,104,1636.3623261374544
795,2634,3,3,2,11,3,2786,5,3.040249422280223,36,1530.1759672633652
796,2916,3,1,0,27,1,6715,5,3.6680768828776538,67,1711.4451153852604
797,4906,2,1,1,16,2,9269,2,9.889492564522925,116,2476.35951036931
798,4125,2,4,0,26,1,2308,4,7.851281883076073,94,1891.5228591034727
799,3719,5,2,2,30,2,9839,9,0.8068718907603788,96,2369.1056456173633
800,3397,3,4,1,49,1,9744,9,8.736890447218348,147,2248.875646377259
801,4005,2,2,2,16,1,9473,6,6.369702931346846,56,2257.3813612023223
802,1614,1,3,1,7,1,5861,9,8.9168782252069,49,1458.1498825040517
803,1145,5,1,2,16,1,3776,4,3.4829259025892596,66,1092.7969614792107
804,3149,6,3,1,35,3,2596,1,4.698736761636016,67,1537.6027984565883
805,1162,4,2,1,16,1,1479,2,8.972647867350274,53,890.04919288145
806,3243,5,4,1,40,3,4312,1,2.798474045545447,120,1741.311141901963
807,3065,4,4,1,12,2,7156,8,9.163458674829611,65,2040.0927191944168
808,2988,3,3,2,35,2,8919,9,8.302147150228265,89,2030.4114752655355
809,3805,4,2,2,49,3,7744,6,9.807523615002005,43,1983.901703825687
810,4081,3,3,1,21,2,4898,2,3.310150111461995,86,2007.3241023301318
811,1784,1,3,1,43,2,3072,6,2.433956482047356,23,1087.0909289172412
812,2439,4,1,2,36,1,6624,9,3.3755822807527087,20,1583.293485432832
813,1627,5,3,1,48,1,1938,3,9.551032980288479,53,974.5360529927219
814,3530,3,1,1,17,1,9176,9,3.3974256309241215,128,2305.1764998164945
815,4331,5,1,1,32,3,1761,2,5.695597017576658,28,1738.4524683802565
816,3735,2,4,0,41,3,8254,5,4.09642489760649,82,2053.273882662686
817,4676,3,1,1,6,2,2669,2,4.022579430369631,29,2003.0733079917823
818,926,4,1,0,24,1,8128,7,2.0144482378026467,63,1256.584132710308
819,3977,3,4,1,27,3,4862,9,5.417087453896141,137,2283.192121068533
820,3856,5,3,2,20,3,3685,7,8.509102124175348,25,1967.3125974560785
821,1403,1,2,0,25,1,7634,5,0.589901634183321,140,1454.1020761720613
822,4249,3,2,0,2,3,2931,4,8.903343277267874,114,2139.3126831027403
823,4946,4,2,1,9,1,8308,4,6.688182354859265,130,2637.9662645523595
824,4333,2,3,1,28,2,4939,8,6.205706997691538,124,2262.6351940570958
825,4167,6,1,0,38,2,2126,1,6.2964123059475225,83,1756.5608698962158
826,4168,1,2,2,3,2,7021,5,3.0330713759492474,90,2272.4845154752834
827,4597,2,3,2,20,1,7437,2,4.209930588296048,123,2364.8910140207704
828,2592,3,1,1,6,3,8039,9,8.012971058451726,108,2006.1228581597632
829,3661,5,4,2,39,2,6373,7,3.133172265669267,25,1986.2425641947555
830,4276,5,2,2,33,2,2203,8,4.753200074769698,129,2147.6877198573843
831,4217,4,1,1,1,2,5135,6,0.294359486737768,131,2359.364661068153
832,2445,5,2,2,37,3,9711,9,7.362227694061516,146,2047.9188085082508
833,2005,1,2,1,6,3,8904,6,4.235251549118196,82,1707.9885584314218
834,3830,5,2,0,45,1,3283,7,5.301051807888677,37,1769.578644119431
835,3672,4,1,1,34,2,5558,7,1.2354242463265106,96,1990.0932897302253
836,3872,6,3,0,47,3,6347,9,9.917970864995626,122,2212.14797112391
837,2654,3,1,0,15,1,8867,8,3.094431487149975,136,2019.8546919453133
838,4821,3,2,2,45,2,6944,1,6.386397649804858,36,2081.7694003818992
839,3508,5,1,2,26,3,9674,4,5.854239814059207,33,2005.997326838192
840,4302,2,4,2,14,3,3477,7,7.872412818857405,76,2186.0130118802626
841,2132,3,3,1,7,1,4093,8,3.00898586065741,112,1666.2027360658778
842,1001,6,1,2,46,2,9534,7,7.583680715472648,133,1460.4982725821894
843,4307,5,4,0,31,2,8207,3,3.88676713378877,128,2339.9206506549785
844,1374,4,3,2,24,3,7227,4,4.170493561878856,138,1507.979151500353
845,1336,6,4,2,31,2,4535,7,6.759854012219025,111,1398.772412080045
846,2425,5,3,1,29,1,8004,8,7.864429140230641,30,1717.4292610685513
847,2922,6,1,1,42,3,3913,7,6.701979697593535,118,1746.4051578642552
848,1185,3,4,0,32,3,3340,6,9.008807253654405,27,1013.3697578514443
849,4081,4,2,1,17,1,6289,9,2.9230743921496667,133,2391.112551623695
850,1274,5,4,2,14,3,1597,9,9.0161056478093,84,1313.0861265977499
851,1217,1,3,1,40,2,9836,7,1.395548906839449,112,1466.9845939819743
852,4400,4,1,0,36,2,8145,8,6.629350158396808,123,2379.4123037515124
853,1754,1,3,2,48,3,3902,6,5.521543448663757,118,1298.3340721706434
854,2005,6,4,0,24,1,7645,1,4.996895810114335,103,1565.6015678739689
855,4920,2,4,1,45,1,9955,1,3.1780290857355653,92,2369.3056513440624
856,2790,4,2,1,27,2,8694,6,5.086954178551518,78,1878.21813167525
857,4372,6,1,0,25,1,5830,2,1.7015562282085623,50,2020.0294450897425
858,4958,1,1,2,32,3,8546,8,3.7562773476955886,83,2501.2651206368528
859,3513,3,4,1,18,3,8368,1,1.0769410830903865,67,2000.4985252463528
860,3003,3,1,1,46,2,3160,2,5.761281337884563,42,1329.7782400228755
861,3920,2,2,2,18,2,6878,8,1.048102073376307,74,2227.57725071118
862,1766,4,3,1,37,2,8663,6,1.6874119746611402,26,1459.1623522612185
863,4232,4,1,0,26,1,4749,2,0.946121334726065,131,2063.5537075782977
864,1488,4,4,1,9,3,3922,2,3.874975335525572,125,1364.525058011671
865,4501,6,3,1,35,3,7486,7,8.43538869874165,117,2461.779878447334
866,1141,2,3,2,8,3,9112,5,9.078274277174895,31,1383.3248003725637
867,2524,4,2,0,20,2,9771,5,0.8117056005401326,79,1852.8928001490945
868,2592,6,4,2,42,3,4804,8,6.382046394530107,71,1719.7969490307987
869,2559,3,1,1,22,1,5878,7,6.875415703461527,91,1690.536202620317
870,4012,1,4,1,19,1,3368,9,5.384322430077039,144,2220.389696549392
871,1789,6,3,2,30,3,9093,4,6.703150128548505,79,1627.1858213770272
872,3062,3,4,2,28,2,4932,4,2.4135380828866433,50,1689.4072831868964
873,3282,3,1,2,35,3,6608,2,4.947477697008259,96,1794.4436200401665
874,1751,1,1,0,43,1,7635,3,3.9696709054547026,95,1276.806986319562
875,1522,3,2,1,11,1,7395,1,0.9881087192523476,80,1376.7284845923482
876,4189,2,1,2,31,1,7101,1,6.293008753252641,21,1864.1496587867907
877,2879,1,1,1,49,3,6531,7,5.002630407448308,140,1781.5387768862056
878,3517,3,4,0,48,1,5970,5,2.8242228663355737,78,1835.2902730239866
879,3132,5,4,0,39,2,7344,3,4.789484077993377,59,1778.3651898379883
880,4176,6,3,0,36,3,9408,7,7.77545038213528,51,2317.6981216037407
881,2300,3,2,0,30,3,1375,2,8.036411851799834,57,1157.929323757521
882,1085,2,4,1,23,1,8887,3,6.530308674618754,111,1361.0002231378621
883,4295,4,1,0,19,1,2609,1,4.730703550661621,107,1922.1722142271556
884,2865,3,3,0,12,2,3939,8,5.799921428118095,104,1840.9212239904894
885,1568,4,4,2,15,3,5062,2,3.91165217642061,95,1376.4251394913415
886,3857,5,2,0,31,1,2613,7,1.3529077956429587,147,2049.4485992817395
887,2961,3,2,2,43,2,7578,9,3.91764391412231,32,1785.4062880231068
888,4093,1,3,0,37,1,8851,6,5.350294285089379,58,2130.332864414859
889,1746,4,3,0,37,3,4679,2,6.028456745040782,42,1143.0702478322269
890,4135,5,3,2,15,1,8540,2,9.364429662940747,129,2361.2844643312337
891,4950,1,3,0,29,3,8074,9,7.7956011058031,126,2611.6216593663116
892,2281,1,3,1,43,1,4996,8,1.6047263583023057,111,1558.8613753706147
893,2701,1,1,1,26,3,5786,9,1.824403845863988,43,1653.290806360142
894,4251,1,1,0,44,2,6695,4,1.0948981164735652,53,1927.0016698156508
895,4864,3,4,1,2,3,7998,4,7.407999099487086,131,2664.825597597305
896,854,6,2,2,20,2,3366,2,7.090610557069384,137,1115.0322635859725
897,2623,3,1,0,15,3,7764,1,9.864992726799123,26,1526.2587808113321
898,4262,3,1,0,4,2,9976,4,5.268031834877052,109,2446.3758673957177
899,3879,5,1,2,22,1,2614,8,8.28150779560393,32,1887.2758147789016
900,1632,5,4,2,38,3,5555,2,5.806754600563597,99,1329.819639017266
901,3606,6,3,2,23,1,3416,8,8.753458454021628,49,1925.1190010930893
902,3290,5,4,0,26,2,8288,1,7.23810828909724,35,1835.767018079802
903,1127,2,2,2,11,3,7862,1,6.464551748413403,59,1216.4462582751303
904,4110,6,2,2,28,3,4653,4,5.694714442732199,56,2035.5118129657535
905,4100,5,2,1,2,1,7639,7,7.2574081919854505,97,2414.581248149182
906,4475,6,2,1,8,3,1496,9,4.2545730424430035,35,2177.360183137246
907,3854,3,1,0,29,3,1504,5,1.0561081489860746,62,1716.7538629227265
908,2943,3,1,1,11,1,8699,2,0.4958626750986239,82,1838.4102416649503
909,2111,6,4,1,37,3,6733,7,4.842334942930822,34,1565.4293140088503
910,3991,2,3,2,18,1,9055,2,6.032986663979399,84,2190.2020958942326
911,3338,2,2,2,14,1,4216,9,0.8806054026491917,63,1913.691048456429
912,4783,6,4,1,10,1,6688,9,2.9403451342298124,39,2555.8784504684654
913,964,5,1,1,35,1,5364,3,3.2881188391573226,138,1144.2482105404838
914,1622,4,1,1,9,1,7042,8,5.671675798561687,131,1664.6100753847804
915,1743,2,3,0,35,2,2477,4,2.856976314823612,142,1265.179419736586
916,1574,1,3,0,11,2,5960,3,1.0469211356044663,99,1358.6254752079137
917,2998,3,3,0,44,1,3397,1,1.7320817353708464,119,1509.7832648707101
918,3956,6,4,1,12,2,9301,5,1.8220832358815129,25,2297.94811126391
919,4495,1,1,1,3,2,9841,4,8.442679947805338,102,2446.2418460966296
920,4252,6,1,0,39,3,7194,1,2.9147649010850856,50,1992.1309645615531
921,1714,3,3,0,14,1,8570,8,7.175448165756094,85,1676.7693462136124
922,2108,3,2,1,28,2,8730,8,5.721603588759127,37,1622.9518847358966
923,4977,2,3,2,11,3,2499,8,9.772683660802775,47,2291.6542160700387
924,1313,2,4,0,39,3,8235,3,2.8009444219140023,87,1293.7184441316567
925,2720,1,3,1,25,1,1595,6,1.6678929032390823,133,1585.209086960557
926,4394,6,3,1,21,1,1978,7,0.6151745931761478,77,2160.094118066282
927,2209,3,4,2,10,3,1730,9,2.4855006565846773,148,1734.6056782198182
928,3990,1,3,1,43,1,1056,5,6.872301775512387,58,1647.6199254841458
929,2355,4,1,1,15,1,3243,9,0.9440564239049201,125,1681.8744051189003
930,1604,1,2,0,19,3,6879,6,2.5225482669816195,20,1303.7030943625819
931,2079,5,3,0,48,3,2701,4,8.56755284502172,94,1268.1840125635397
932,4377,1,4,2,22,1,8229,1,5.87123419870875,107,2256.225337247116
933,3701,5,2,2,21,2,2286,1,0.788263248506635,79,1757.7473555476922
934,2187,5,4,1,44,1,9303,5,0.5720631280726565,149,1827.5252326236634
935,3561,5,2,0,32,2,1947,3,0.7051164657250921,129,1775.9679663269915
936,3479,4,2,2,23,3,5121,5,9.424562996457801,38,1816.846102579853
937,2906,1,3,2,13,2,7553,5,8.51372714275444,81,1886.589515866199
938,3568,1,1,2,5,3,1757,1,8.464906415985869,90,1694.156294497881
939,4753,4,3,1,4,1,6651,8,9.249745946211105,130,2668.0517921689307
940,3986,3,4,0,28,1,8273,5,5.102028363484012,91,2227.1719988284763
941,4080,2,4,2,14,3,4535,5,2.548712244319106,97,2183.8780331850035
942,3373,1,2,0,8,3,3293,9,4.07334524196133,119,1983.5384481016213
943,3399,2,2,2,9,3,2104,8,7.216754321549727,90,1888.4801861317708
944,4833,6,1,2,35,1,9853,1,8.772725428060523,26,2278.6745370602425
945,1036,6,3,0,37,1,1908,3,4.40740017432529,69,877.3776772972474
946,2104,4,4,0,21,2,7539,7,5.400271458282406,65,1680.1626687637083
947,4230,6,2,0,18,3,5617,1,9.324651633434907,91,2086.1469872622024
948,2101,6,1,1,33,2,8069,1,1.164236507383348,95,1519.2243433256147
949,3341,3,4,2,8,1,3311,5,8.636762248043826,93,1909.234554902336
950,2851,3,2,1,49,2,1789,9,1.6771440742941657,92,1545.5836949970067
951,1241,3,4,0,17,2,1171,6,4.890227367877141,121,1182.3773131679027
952,2876,6,1,2,43,1,8989,2,2.26238897376429,113,1816.5568721864734
953,3980,4,1,1,31,1,2885,9,6.069181543836981,88,2001.2362485641524
954,3457,5,4,2,34,3,9667,6,5.629876874911834,84,2202.019714544628
955,4598,5,3,1,6,2,2049,5,3.8620729059834438,81,2203.976459157002
956,1604,2,4,0,22,1,5129,5,8.64670479696673,39,1240.7914443448255
957,874,5,2,1,14,1,2161,3,6.632151870851792,63,929.8273773247339
958,2975,5,3,2,3,2,1815,6,7.239930737123243,81,1780.2530885362598
959,4724,3,2,2,12,1,4766,4,1.5915314082559187,126,2363.5608518472395
960,2889,3,4,2,36,3,9945,2,8.843340211958614,144,2004.005560624532
961,840,6,3,2,12,3,5661,3,1.7536976198381822,64,1195.3659572536342
962,2881,2,2,0,45,2,9653,9,2.305571145678606,30,1802.5580586749436
963,2422,1,4,1,2,3,4239,9,1.3677458711191164,107,1814.783356364033
964,1141,2,4,0,2,1,9272,6,4.4595561588912735,65,1491.842319673632
965,4852,2,3,0,15,1,3804,9,8.888321394347866,131,2452.03349961919
966,2874,4,4,0,23,1,9031,4,2.5992304441376097,100,1951.991329490728
967,1445,6,1,2,29,1,1869,5,3.8001588621872373,51,1078.216947143825
968,1409,4,2,2,17,2,6526,6,8.476057558746678,117,1476.4547958207534
969,1254,2,2,2,32,3,8741,9,6.216371269613003,24,1344.9264198989767
970,3753,2,4,1,7,3,5694,5,7.5410022970981405,48,2039.171640315184
971,2508,2,4,2,30,1,9998,8,2.218600489417537,67,1888.23357351764
972,4272,5,1,1,28,2,2934,1,7.193249646992497,35,1774.0941356439066
973,3769,4,3,2,14,1,6172,5,2.3533447285535476,91,2144.9849093989983
974,3828,2,4,2,44,1,1703,1,9.874408423885544,48,1549.2751452301054
975,3481,3,4,0,30,2,3523,6,5.642872945654699,65,1803.5493502642855
976,4429,6,4,0,17,2,3639,7,6.986828654627056,42,2201.586922893362
977,3867,6,4,0,32,1,7159,5,1.272175683000878,113,2224.9315879057567
978,2186,3,2,1,46,3,4909,1,2.5814942024115384,133,1370.8773453162983
979,4576,6,4,1,6,1,2164,6,1.483432529687108,53,2241.0829447660235
980,3666,5,2,2,24,3,1619,5,3.962690081190059,136,1935.8953648706076
981,4163,5,4,1,6,3,8982,6,2.912945055633445,48,2437.0784105082007
982,4924,1,3,2,27,2,4066,7,7.3559303703426355,28,2195.563345057352
983,948,1,1,1,18,2,5872,7,1.1762188983186967,58,1144.493142213586
984,4650,1,3,1,24,1,9638,2,7.545387747658646,129,2431.865979294097
985,2858,6,4,1,37,3,3337,3,0.5524777639220162,88,1637.3548821612426
986,1936,5,4,0,24,3,9400,6,2.099976589491685,115,1823.5810089459767
987,986,5,4,1,38,1,6594,3,7.940453420449568,138,1256.1452189268607
988,3654,5,3,0,34,1,3460,2,7.453488746968159,137,1876.7272721963623
989,2050,3,4,0,40,1,7820,4,4.815628527796747,37,1406.5982122214048
990,2133,5,3,1,47,2,6546,5,0.594828879267763,121,1582.958055853712
991,4993,3,2,2,15,1,4442,9,6.137948042526063,129,2552.4177964829946
992,4950,1,1,2,11,1,3711,3,4.126568629343574,101,2241.4679880575936
993,3511,1,1,2,22,3,2291,3,3.233628686959901,124,1761.285097987873
994,2585,6,3,1,24,1,6374,6,6.4400653045826886,35,1666.408215238345
995,1550,1,2,2,1,3,3655,5,4.422484165797091,40,1241.1313224739329
996,2562,6,3,0,18,3,7513,6,1.0149688944864685,125,1968.3861989028062
997,4720,2,2,2,44,2,8394,7,9.16790965807221,63,2312.7710075428704
998,1281,2,4,1,12,1,1704,3,7.807081684588452,142,1188.6296591856433
999,953,4,2,2,43,1,1825,5,0.6581440937764691,130,977.8193050550135
1000,2324,6,2,0,28,3,1376,8,5.298132314887886,136,1581.4830435444842
1001,2920,4,2,1,40,2,1972,4,0.9254378726964202,145,1598.5272997954398
1002,3143,4,1,2,7,2,5213,2,8.389169604679001,38,1725.9474906986286
1003,2040,2,2,1,23,1,1443,4,6.168838214414521,83,1215.2570053012084
1004,860,6,4,1,21,3,8519,2,1.807246422373378,59,1246.611270764225
1005,1738,2,4,1,34,1,1754,3,0.30533929378138763,70,1082.7418593949496
1006,2439,4,4,2,11,1,5735,4,0.41265202024956416,75,1710.8676567363566
1007,4920,6,2,1,22,1,6396,4,5.122918173441814,100,2436.422587580733
1008,4369,4,3,2,42,1,4465,9,7.370297438900061,89,2197.6436993230927
1009,2052,5,3,0,35,3,3711,6,1.2963204682061957,147,1548.479912940575
1010,971,6,4,2,29,2,3407,9,2.29071225255808,145,1397.5401690265423
1011,2258,6,1,0,42,1,9814,4,3.3398734571783697,80,1623.8675533229462
1012,4349,4,3,2,28,1,6588,9,2.2589601424054147,99,2396.9668231168725
1013,4997,5,2,1,18,1,7104,9,3.974231970602871,140,2741.6813375366014
1014,3122,3,3,2,14,1,6747,6,5.640188557074254,120,2032.7990276885423
1015,2436,2,4,1,18,2,2723,5,6.880873807588961,96,1524.7191928038926
1016,3915,4,1,0,28,2,8224,3,9.641374303851562,145,2167.653685147276
1017,4890,6,3,2,24,2,2919,5,9.315352329863625,41,2207.778434560683
1018,3804,2,3,1,8,2,1918,3,5.744257050806254,102,1883.8658799710374
1019,1129,2,4,0,42,1,5215,5,7.368085558917911,97,1128.4374730878374
1020,4440,2,1,0,45,3,1581,5,9.513634825791735,114,1888.8933971167974
1021,4694,3,1,2,8,2,4881,2,0.9263722509599078,128,2314.555076534876
1022,4907,1,4,0,4,2,4909,9,0.1557841226281485,129,2618.3121267239135
1023,2141,4,2,1,27,1,2999,7,0.39501766092287427,71,1399.2100835603378
1024,4463,1,3,0,36,1,1400,6,5.677158687492342,122,2020.080134817196
1025,1015,1,2,0,5,1,4648,5,7.652050910495088,120,1226.376482882798
1026,1138,1,3,1,33,1,6445,4,3.7340420123758427,82,1145.9719147027715
1027,4862,2,3,0,49,3,3628,8,5.4978678298034245,47,2110.7621088343412
1028,3508,5,2,0,34,3,2656,2,5.212026553630515,65,1638.015489881605
1029,3952,2,4,0,30,2,1620,8,1.0382318267609938,47,1859.4827735044707
1030,2550,2,4,0,8,3,1246,1,3.283723815818085,21,1281.8687762867844
1031,3221,6,3,1,39,2,6212,1,0.29240803630478973,146,1877.5349598479677
1032,1509,6,4,0,47,2,4339,3,1.195986319184458,36,1075.5035343771492
1033,4526,1,3,1,26,3,7758,5,8.1373964068068,78,2293.80784470916
1034,4442,2,4,0,37,2,8086,6,8.311193622758358,96,2317.3833880627053
1035,4793,1,3,0,34,1,4010,4,8.039268568446191,134,2199.5566792605755
1036,1288,6,4,0,7,2,5719,7,7.295504545427142,116,1569.4279816019937
1037,846,5,1,0,40,1,3368,7,7.953797179359027,124,1060.4127241621813
1038,4159,4,2,1,28,3,2839,2,6.742725178568232,43,1820.3446172774845
1039,1200,1,1,1,39,3,3903,2,6.731350054281257,54,847.3612055586561
1040,4790,5,2,1,39,2,7205,2,6.706881795168899,21,2122.8869413079738
1041,3957,4,2,2,28,1,5395,2,5.189023617814221,52,1900.1519084810557
1042,1190,3,3,0,14,2,6767,9,3.6971376113019603,95,1495.1051994707263
1043,4653,1,2,0,38,3,4691,5,7.328933134999394,105,2143.210653995667
1044,1428,1,1,1,4,2,8470,8,3.056595534508742,100,1590.159655395266
1045,3730,3,1,2,42,2,4841,5,5.47473110162843,81,1826.6843587954681
1046,2321,3,4,0,18,1,5348,5,4.3902206401570245,62,1561.2493351682556
1047,1626,1,1,1,44,3,7621,1,2.8385605432276413,140,1284.255630910767
1048,2300,3,4,0,48,2,2392,6,9.749430212479387,78,1320.7075505945309
1049,4094,2,2,0,25,1,7060,4,2.661641287498013,28,1989.3835698257892
1050,3219,4,1,1,7,2,5255,3,3.162001330857997,96,1861.0168865753938
1051,1734,4,2,1,38,1,5300,6,1.6997162674048758,82,1327.7422752034736
1052,3842,4,1,0,28,1,4338,2,8.247508190611477,71,1774.9120252247712
1053,2266,2,1,0,5,2,6487,8,5.907235065489445,42,1634.9823625639863
1054,4361,3,4,1,3,3,4514,1,6.169088639076618,49,2094.4010369670145
1055,1414,5,2,0,44,3,1759,9,8.223557976811069,40,1061.241808048907
1056,1982,3,1,0,31,1,9621,8,3.4949046204358063,62,1640.3498193453859
1057,4023,1,3,1,47,3,7793,1,2.0169709112641163,35,1851.0067501617323
1058,3467,6,2,0,42,1,3459,9,2.0642131035396494,42,1786.0968114154134
1059,930,4,2,0,20,3,6273,2,7.352936232476368,106,1168.510881516393
1060,3783,3,2,2,19,2,2718,3,6.179740029178229,50,1751.7089009015754
1061,838,5,4,1,48,3,6423,2,2.1427548979626803,140,1158.8133877982473
1062,4759,1,3,2,11,1,2308,8,1.5361474069401935,88,2278.64284379431
1063,4387,2,2,2,40,1,2050,2,1.2948043211035307,134,1930.5595318042951
1064,1720,2,1,2,3,3,6479,2,6.315206612260074,78,1394.1285634803828
